Date,Open,High,Low,Close,Adj Close,Volume
2004-09-14,82.791588,83.059273,82.361374,82.906311,51.805618,4135361
2004-09-15,82.160614,82.695984,82.112808,82.571701,51.596519,4844235
2004-09-16,82.409180,83.135757,82.151054,82.332695,51.447186,3789658
2004-09-17,82.600380,82.695984,81.682602,81.969406,51.220169,6483840
2004-09-20,81.644356,82.629066,81.644356,81.931168,51.196274,4581898
2004-09-21,81.931168,82.323135,81.586998,81.950287,51.208237,4235986
2004-09-22,81.596558,81.682602,80.468452,80.602295,50.365898,5268807
2004-09-23,80.344170,80.564056,79.579353,80.191208,50.109024,5022055
2004-09-24,80.114723,81.013382,80.095604,80.717018,50.437592,5124877
2004-09-27,80.401527,80.726578,80.286804,80.458893,50.276302,4864214
2004-09-28,80.640533,80.927345,80.191208,80.764816,50.467468,4052413
2004-09-29,80.764816,81.242828,80.449333,81.242828,50.766151,4397907
2004-09-30,81.395790,82.198853,81.271507,81.969406,51.220169,5437108
2004-10-01,82.170174,83.154877,82.103249,82.906311,51.805618,4746748
2004-10-04,83.173996,84.225624,82.906311,83.326958,52.068466,5231464
2004-10-05,84.082214,84.158699,83.298279,83.479927,52.164047,5387632
2004-10-06,83.307838,84.225624,83.269600,84.168259,52.594177,4167682
2004-10-07,84.168259,84.225624,83.556404,83.575523,52.223782,3218437
2004-10-08,83.585083,84.043976,82.705544,82.896751,51.799648,4278140
2004-10-11,82.954109,83.365204,82.476097,82.820267,51.751835,3155050
2004-10-12,82.237091,82.409180,81.816444,82.217972,51.375481,4839424
2004-10-13,82.466537,82.676865,80.717018,81.242828,50.766151,6957364
2004-10-14,81.022942,81.242828,80.592735,81.051628,50.646687,4428450
2004-10-15,81.051628,81.500954,80.879539,81.118546,50.688492,6201211
2004-10-18,80.592735,82.361374,80.583176,82.141495,51.327690,7513000
2004-10-19,84.321220,85.783936,84.130020,85.439774,53.388695,14322041
2004-10-20,84.560226,85.267685,84.407265,84.913956,53.060131,7245433
2004-10-21,84.512428,84.856598,83.804970,84.225624,52.630013,6419825
2004-10-22,84.340347,84.560226,83.451241,83.546844,52.205853,6264180
2004-10-25,83.518166,84.990440,83.470360,84.541107,52.827137,6040127
2004-10-26,84.445503,85.630974,84.369026,85.086044,53.167675,7673247
2004-10-27,84.684509,86.300194,84.608032,86.042068,53.765041,6312715
2004-10-28,85.850861,86.271507,85.497131,85.564056,53.466373,4420919
2004-10-29,85.468452,85.946465,85.038239,85.803062,53.615723,4726351
2004-11-01,85.401527,86.615677,85.305923,86.147224,53.830757,5397988
2004-11-02,85.611855,87.208412,85.564056,86.491394,54.045826,5636580
2004-11-03,87.237091,87.858505,86.969406,87.189293,54.481941,6854752
2004-11-04,87.045891,88.623329,86.826004,88.317398,55.186829,7271374
2004-11-05,88.336517,89.407265,88.336517,89.177818,55.724491,7016986
2004-11-08,88.432121,89.579353,88.432121,89.263863,55.886097,5133036
2004-11-09,88.910133,89.818359,88.910133,89.263863,55.886097,4720703
2004-11-10,88.833649,90.152962,88.833649,89.493309,56.029762,6546286
2004-11-11,89.483749,91.032501,89.426384,90.621414,56.735992,7796256
2004-11-12,90.497131,91.300194,90.401527,91.128105,57.053238,5186486
2004-11-15,90.898659,91.778206,90.630974,91.701721,57.412361,5112430
2004-11-16,91.061188,91.300194,90.487572,90.717018,56.795876,5945569
2004-11-17,91.108986,92.380501,91.108986,91.261948,57.137047,6645447
2004-11-18,91.166351,91.491394,90.850861,90.917786,56.921589,4870071
2004-11-19,90.774376,90.975143,90.105164,90.296364,56.532509,5940339
2004-11-22,90.152962,91.204590,90.019119,90.927345,56.927574,6081549
2004-11-23,90.535370,91.175911,90.391968,91.089867,57.029320,5784275
2004-11-24,90.860420,91.577438,90.860420,91.261948,57.137047,3923128
2004-11-26,90.869980,91.185471,90.420647,90.554497,56.694134,2305698
2004-11-29,90.764816,92.141495,90.764816,91.300194,57.160988,5961991
2004-11-30,90.965584,91.443596,90.095604,90.095604,56.406837,6140334
2004-12-01,90.344170,91.845123,90.315491,91.663483,57.388428,5925067
2004-12-02,91.443596,92.523903,91.290634,91.548759,57.316624,5389306
2004-12-03,92.304016,93.336517,92.304016,92.810707,58.106720,7350033
2004-12-06,92.619499,93.594643,92.399620,93.374763,58.459839,5505098
2004-12-07,93.403442,93.929253,91.768639,91.873802,57.520134,6775047
2004-12-08,92.189293,93.068832,91.558319,92.399620,57.849312,5554992
2004-12-09,91.969406,93.307838,91.500954,93.221794,58.364071,5976530
2004-12-10,91.873802,93.680687,91.873802,92.418739,57.861286,4380962
2004-12-13,92.590820,92.925430,91.854683,92.208412,57.729637,5020277
2004-12-14,92.065010,93.403442,92.055450,93.030594,58.244373,4699887
2004-12-15,92.657745,93.403442,92.552582,93.049713,58.256325,4094567
2004-12-16,92.543022,93.833649,92.543022,93.164436,58.328186,5920465
2004-12-17,92.734222,93.690247,91.969406,91.969406,57.579979,9260343
2004-12-20,92.112808,93.279160,92.112808,92.304016,57.789474,4989315
2004-12-21,92.342255,92.877632,92.265778,92.753349,58.070774,5064523
2004-12-22,93.068832,93.671127,93.011475,93.317398,58.423908,5177805
2004-12-23,93.212234,93.690247,93.212234,93.422562,58.489738,3755768
2004-12-27,93.393883,93.661568,93.097511,93.212234,58.358089,3412993
2004-12-28,93.116638,94.216064,93.087952,93.977058,58.836926,4535874
2004-12-29,93.508606,94.139580,93.499046,93.862335,58.765091,3447930
2004-12-30,93.785851,94.646271,93.757172,93.977058,58.836926,3987770
2004-12-31,94.263863,94.560226,94.158699,94.244743,59.004494,2921687
2005-01-03,94.617592,94.741875,92.973228,93.451241,58.507755,5538779
2005-01-04,93.441681,94.091782,92.275337,92.447418,57.879246,5973706
2005-01-05,92.351814,93.527725,92.160614,92.256210,57.759521,5906448
2005-01-06,92.294456,92.715103,91.826004,91.969406,57.579979,4771538
2005-01-07,92.256210,92.543022,91.271507,91.567879,57.328579,6485932
2005-01-10,91.567879,91.864243,91.051628,91.472275,57.268723,4837855
2005-01-11,91.472275,91.577438,90.544930,90.822182,56.861748,4964734
2005-01-12,90.822182,91.089867,89.923515,91.022942,56.987411,6096716
2005-01-13,91.195030,91.969406,89.579353,90.296364,56.532509,5585012
2005-01-14,89.875717,90.105164,89.435944,89.961761,56.323029,5774757
2005-01-18,89.531548,91.147224,89.502869,90.726578,56.801876,8882737
2005-01-19,90.774376,90.965584,88.843208,89.005737,55.724514,7690924
2005-01-20,88.537285,89.713196,88.527725,88.910133,55.664631,5971196
2005-01-21,88.910133,89.196938,88.173996,88.317398,55.293526,7324720
2005-01-24,88.623329,88.766731,87.724663,87.753349,54.940403,6838016
2005-01-25,87.934990,88.518166,87.906311,88.135757,55.179821,5303952
2005-01-26,88.240921,88.785851,87.896751,87.906311,55.036137,5598192
2005-01-27,87.476097,88.164436,87.418739,87.934990,55.054134,4965257
2005-01-28,88.604210,89.474190,88.413002,88.804970,55.598793,6234788
2005-01-31,89.531548,89.818359,88.957932,89.311661,55.916016,4978855
2005-02-01,89.550667,89.866158,89.263863,89.732315,56.179386,3804720
2005-02-02,89.655830,90.200768,89.512428,90.152962,56.442722,3762880
2005-02-03,89.741875,89.808792,88.967499,89.426384,55.987835,4109420
2005-02-04,88.919693,90.573616,88.910133,90.353729,56.568432,3982750
2005-02-07,90.200768,90.726578,90.181641,90.372849,56.580399,2968339
2005-02-08,90.066925,90.478012,89.990440,89.990440,56.448486,3703991
2005-02-09,90.000000,90.659653,88.470360,88.623329,55.590950,5917327
2005-02-10,88.862335,89.005737,88.240921,88.680687,55.626904,5060966
2005-02-11,88.623329,89.837479,88.432121,89.196938,55.950733,4423848
2005-02-14,89.063095,89.885277,89.063095,89.455070,56.112644,3000765
2005-02-15,89.388145,90.506691,89.369026,90.181641,56.568398,4338808
2005-02-16,90.086044,90.793503,90.057358,90.458893,56.742332,4671959
2005-02-17,90.344170,90.592735,89.617592,89.627151,56.220592,4449893
2005-02-18,89.627151,90.105164,88.814529,89.168259,55.932762,4461504
2005-02-22,88.594643,89.388145,88.173996,88.260040,55.363056,5047055
2005-02-23,88.231361,88.374763,87.523903,88.049713,55.231136,5881449
2005-02-24,87.934990,88.996178,87.810707,88.565964,55.554958,4344979
2005-02-25,88.288719,88.718925,88.231361,88.718925,55.650894,4266111
2005-02-28,88.460800,88.680687,88.346077,88.508606,55.518967,5177491
2005-03-01,88.565964,89.321220,88.518166,89.196938,55.950733,3995615
2005-03-02,88.671127,89.608032,88.671127,88.833649,55.722851,4672900
2005-03-03,89.053535,89.110901,88.145317,88.346077,55.417023,4223539
2005-03-04,88.852776,89.082214,88.298279,88.307838,55.393032,4972684
2005-03-07,88.288719,88.441681,87.562141,87.571701,54.931267,7371057
2005-03-08,87.667305,88.489487,87.667305,88.078392,55.249104,5321839
2005-03-09,87.973228,88.910133,87.963669,88.288719,55.381046,4718715
2005-03-10,88.288719,88.718925,88.040154,88.346077,55.417023,3579935
2005-03-11,88.193115,88.346077,87.189293,87.485657,54.877296,4701038
2005-03-14,87.476097,87.992355,87.476097,87.858505,55.111172,4116533
2005-03-15,87.954109,88.212234,87.189293,87.361374,54.799347,3831603
2005-03-16,86.749519,87.380501,86.281075,86.663483,54.361572,5298304
2005-03-17,86.510513,86.692162,85.755257,85.908218,53.887833,5817957
2005-03-18,85.908218,85.946465,85.172081,85.353729,53.540020,7888409
2005-03-21,85.487572,86.309753,85.344170,85.573616,53.677925,4604910
2005-03-22,85.669212,86.367111,85.334610,85.564056,53.671921,4657315
2005-03-23,86.013382,87.160614,85.869980,86.539200,54.283592,5723817
2005-03-24,86.806885,87.523903,86.711281,86.711281,54.391548,4787647
2005-03-28,86.720840,87.600380,86.634796,87.036331,54.595455,4276989
2005-03-29,86.749519,87.065010,86.214149,86.615677,54.331573,6349638
2005-03-30,86.347992,86.883362,86.347992,86.692162,54.379555,5495579
2005-03-31,86.481834,87.390060,86.252388,87.361374,54.799347,4621856
2005-04-01,87.466537,87.724663,86.080307,86.462715,54.235626,5984375
2005-04-04,86.118546,86.634796,85.822182,86.347992,54.163677,3909739
2005-04-05,86.261948,86.357552,85.334610,85.630974,53.713917,4778546
2005-04-06,85.133842,85.449333,84.808792,85.086044,53.372093,8197293
2005-04-07,85.086044,85.277245,84.225624,84.550667,53.036255,6648062
2005-04-08,84.397705,84.569794,83.652008,83.747612,52.532524,5417443
2005-04-11,83.508606,83.709366,82.304016,82.409180,51.692974,8678139
2005-04-12,82.122368,82.447418,81.424477,81.978966,51.423119,8817466
2005-04-13,81.988525,82.189293,80.535370,80.850861,50.715477,7416872
2005-04-14,80.793503,81.653923,79.799232,79.961761,50.157768,10900575
2005-04-15,75.525810,76.156792,72.973228,73.326958,45.995922,29189990
2005-04-18,73.757172,74.330788,72.791588,73.279160,45.965954,13864730
2005-04-19,73.594643,73.804970,71.940727,72.160614,45.264324,9685855
2005-04-20,72.160614,72.533463,68.690247,68.843208,43.183411,21303150
2005-04-21,69.789673,70.841301,69.598473,70.774376,44.394779,16970722
2005-04-22,70.965584,71.414917,70.038239,70.946465,44.502720,11489682
2005-04-25,71.797325,72.390060,70.793503,71.328873,44.742611,10689492
2005-04-26,71.395790,73.594643,71.367111,72.112808,45.234337,13058578
2005-04-27,72.275337,73.785851,72.179733,73.661568,46.205830,12166444
2005-04-28,73.661568,73.718925,72.323135,72.571701,45.522202,9026143
2005-04-29,73.661568,73.690247,72.571701,73.021034,45.804054,8522494
2005-05-02,73.499046,73.891014,72.686424,73.145317,45.881992,7565195
2005-05-03,73.403442,73.575523,72.590820,73.107079,45.858006,6481330
2005-05-04,73.231361,73.804970,73.135757,73.690247,46.223820,5765866
2005-05-05,74.569794,74.674950,72.017204,72.179733,45.276302,12940903
2005-05-06,72.237091,72.581261,71.673042,71.950287,45.252270,8106814
2005-05-09,71.950287,72.141495,71.424477,71.682602,45.083908,5875068
2005-05-10,71.462715,71.472275,69.827919,70.076485,44.073761,8349381
2005-05-11,70.391968,70.449333,69.321220,70.057358,44.061733,7233822
2005-05-12,70.296364,70.554497,69.311661,69.426384,43.664879,6340747
2005-05-13,69.340347,70.611855,69.330788,69.942642,43.989574,7479528
2005-05-16,69.875717,71.214149,69.875717,71.070747,44.699093,5754569
2005-05-17,70.678780,71.156792,70.105164,71.022942,44.669018,5371838
2005-05-18,71.701721,73.441681,71.405357,73.001915,45.913666,10783842
2005-05-19,73.135757,74.225624,73.011475,73.766731,46.394718,7353798
2005-05-20,73.881454,73.881454,73.001915,73.049713,45.943741,6620971
2005-05-23,72.944550,73.565964,72.657745,73.145317,46.003860,4978751
2005-05-24,72.791588,73.145317,72.237091,72.476097,45.582981,5921092
2005-05-25,72.103249,72.686424,71.864243,72.657745,45.697212,5735636
2005-05-26,73.087952,74.005737,72.934990,73.747612,46.382668,6100272
2005-05-27,73.718925,73.843208,73.164436,73.709366,46.358616,3309439
2005-05-31,73.900574,74.005737,72.179733,72.227531,45.426643,6714274
2005-06-01,72.246651,74.091782,72.246651,73.460800,46.202297,7720108
2005-06-02,73.374763,73.986618,73.307838,73.948372,46.508934,4210778
2005-06-03,73.671127,73.709366,72.409180,72.456978,45.570942,6432795
2005-06-06,72.466537,72.562141,71.625237,71.701721,45.095924,6253616
2005-06-07,71.701721,72.743790,71.701721,71.739960,45.119980,5467024
2005-06-08,71.739960,72.084129,71.347992,71.510513,44.975689,4476880
2005-06-09,71.300194,72.151054,70.965584,71.634796,45.053852,4626667
2005-06-10,71.462715,71.749519,70.841301,71.481834,44.957623,5121007
2005-06-13,71.223709,72.590820,71.175911,71.749519,45.126015,5978622
2005-06-14,71.749519,72.112808,71.443596,71.596558,45.029785,4513385
2005-06-15,72.370934,73.135757,71.845123,72.944550,45.877605,7430366
2005-06-16,73.040154,73.852776,72.954109,73.661568,46.328568,8200640
2005-06-17,74.282982,74.311661,73.021034,73.030594,45.931690,8989115
2005-06-20,72.686424,73.594643,72.246651,73.183556,46.027927,3917898
2005-06-21,73.326958,73.613770,72.762909,73.049713,45.943741,5584699
2005-06-22,73.451241,74.082214,73.298279,73.833649,46.436771,5906030
2005-06-23,73.432121,73.585083,71.759079,72.093689,45.342468,8123968
2005-06-24,71.864243,72.084129,70.745697,70.755257,44.500668,11288537
2005-06-27,70.755257,71.481834,70.267685,70.630974,44.422493,6788331
2005-06-28,70.583176,71.988525,70.219887,71.988525,45.276314,8565485
2005-06-29,71.950287,72.351814,71.338432,71.443596,44.933590,5772979
2005-06-30,71.510513,72.170174,70.812622,70.936905,44.614922,6408842
2005-07-01,71.032501,72.017204,71.032501,71.386230,44.897511,4553343
2005-07-05,71.108986,71.673042,70.898659,71.500954,44.969673,5420163
2005-07-06,71.510513,72.801147,71.128105,72.476097,45.582981,8377728
2005-07-07,71.845123,74.120461,71.701721,73.977058,46.527000,11252031
2005-07-08,73.977058,76.022942,73.747612,75.812622,47.681427,14058763
2005-07-11,75.908218,76.022942,75.066925,75.487572,47.477001,7517288
2005-07-12,75.717018,76.950287,75.697899,76.520073,48.126400,11448993
2005-07-13,77.590820,78.154877,77.590820,77.868073,48.974186,11861640
2005-07-14,78.393883,79.034416,78.393883,78.795410,49.557430,8939325
2005-07-15,78.804970,79.110901,77.934990,78.757172,49.533379,7995729
2005-07-18,78.384323,80.248566,78.087952,78.212234,49.190636,9106058
